Designator,Mid X,Mid Y,Rotation,Layer
C1,61.3729,-34.18735,0.0,top
C2,61.1729,-32.38735,0.0,top
C3,56.0729,-34.18735,0.0,top
C4,56.2729,-32.38735,0.0,top
J2,17.3,-28.2,270.0,top
J3,87.7375,-28.2,90.0,top
J4,21.5,-50.2575,0.0,top
R1,39.2,-28.0,180.0,top
R2,76.0375,-28.2,0.0,top
R3,81.0,-28.2,0.0,top
RV1,40.95,-24.4,180.0,top
U1,53.7,-47.0,90.0,top
U3,56.0729,-28.8,0.0,top
